brand,num_items,head_top20_items,tail_bottom80_items,mean_interactions,total_interactions
Star Legacy,1,0,1,2.0,2
CredDeal,2,0,2,1.0,2
Vivica A  Fox Hair Collection,1,0,1,2.0,2
Viviane Vendelle,2,0,2,1.0,2
Vivara,1,0,1,2.0,2
PRESCRIPTION CARE,1,0,1,2.0,2
PRADA CANDY,1,0,1,2.0,2
Hot Head,1,0,1,2.0,2
Hot Focus,2,0,2,1.0,2
Hot Beauty Professional,1,0,1,2.0,2
PURR,1,0,1,2.0,2
superkrit,1,0,1,2.0,2
Crystalmood,1,0,1,2.0,2
Spoontiques,2,0,2,1.0,2
zhenyi,1,0,1,2.0,2
Cutar,1,0,1,2.0,2
Cut Heal Animalcare Prd D,1,0,1,2.0,2
Curve,1,0,1,2.0,2
~LaTi Da Bargains~,1,0,1,1.0,1
075609026232,1,0,1,1.0,1
100percenthair.com,1,0,1,1.0,1
11,1,0,1,1.0,1
vo5,1,0,1,1.0,1
Hot/Cold,1,0,1,1.0,1
Hot Touch,1,0,1,1.0,1
PRO 10,1,0,1,1.0,1
PRINCESS &amp; THE FROG,1,0,1,1.0,1
HuiNi,1,0,1,1.0,1
Hubert de Montandon,1,0,1,1.0,1
Hot Stickers,1,0,1,1.0,1
PUR Gum,1,0,1,1.0,1
the boutique,1,0,1,1.0,1
supernails,1,0,1,1.0,1
4Life Research,1,0,1,1.0,1
4*4 Lace Top Closure,1,0,1,1.0,1
3W Clinic,1,0,1,1.0,1
suki advanced.organic.science.,1,0,1,1.0,1
Palladio BeChic,1,0,1,1.0,1
Pair,1,0,1,1.0,1
Cussio NATURALE,1,0,1,1.0,1
Curve Wave,1,0,1,1.0,1
Splash,1,0,1,1.0,1
Spiker Colorz,1,0,1,1.0,1
Spikenard Magdalena,1,0,1,1.0,1
Spice,1,0,1,1.0,1
Kraft,1,0,1,1.0,1
Squeeze Tanning Bronzer,1,0,1,1.0,1
Spyderco,1,0,1,1.0,1
Spray Nine,1,0,1,1.0,1
Curamotion,1,0,1,1.0,1
Crystalline,1,0,1,1.0,1
Sporicidin,1,0,1,1.0,1
SpookShop,1,0,1,1.0,1
Sponghtech Soap,1,0,1,1.0,1
SpongeBob SquarePants,1,0,1,1.0,1
Creative Professional,1,0,1,1.0,1
Stance,1,0,1,1.0,1
StacheTATS,1,0,1,1.0,1
St Ives Soothing Oatmeal &amp; Shea Butter,1,0,1,1.0,1
Creme,1,0,1,1.0,1
Creightons,1,0,1,1.0,1
Crystal Star,1,0,1,1.0,1
Crystal Case,1,0,1,1.0,1
Cry Baby Tears,1,0,1,1.0,1
Cruncha Ma-Me,1,0,1,1.0,1
Kracie Naive,1,0,1,1.0,1
Kurobara Tsubaki Oil,1,0,1,1.0,1
Kudos Spa,1,0,1,1.0,1
Natural Super Flow Deep Part Lace,1,0,1,1.0,1
CybrTrayd,1,0,1,1.0,1
Cutie Collections,1,0,1,1.0,1
Speed Stick Regular Deodorant,1,0,1,1.0,1
DC Sp,1,0,1,1.0,1
DC Design,1,0,1,1.0,1
DC - Pagu,1,0,1,1.0,1
DC,1,0,1,1.0,1
Spartacus,1,0,1,1.0,1
Spanish Sur-Gro,1,0,1,1.0,1
Spangler,1,0,1,1.0,1
Span-America Medical Systems,1,0,1,1.0,1
Natural Sponge,1,0,1,1.0,1
Natural Soap,1,0,1,1.0,1
Natural Science Inc.,1,0,1,1.0,1
L&#39;EAU D&#39;ISSEY POUR HOMME SPORT,1,0,1,1.0,1
L&#39;Aveu Cosmetics,1,0,1,1.0,1
Natural Remedies,1,0,1,1.0,1
Star Wars,1,0,1,1.0,1
DETL,1,0,1,1.0,1
DERMA-CIT,1,0,1,1.0,1
DEB/SBS,1,0,1,1.0,1
DDStore,1,0,1,1.0,1
SpaGuard,1,0,1,1.0,1
Spa life,1,0,1,1.0,1
Spa de Soleil,1,0,1,1.0,1
Spa Treatment,1,0,1,1.0,1
Kojic,1,0,1,1.0,1
Kouros Sport,1,0,1,1.0,1
"Cover Girl Eyeslicks Eye Color Purple Freeze #415, 1 Pack",1,0,1,1.0,1
Sterillium,1,0,1,1.0,1
Cramer,1,0,1,1.0,1
Crackle Overcoat Go Glam Collection,1,0,1,1.0,1
Natural Super Flow Deep Part Invisible Lace,1,0,1,1.0,1
D&#39;Cinque,1,0,1,1.0,1
DISCO BRITES,1,0,1,1.0,1
DIANA B.,1,0,1,1.0,1
Sothys Paris,1,0,1,1.0,1
Natura S&egrave;ve,1,0,1,1.0,1
Natur&eacute;,1,0,1,1.0,1
L&#39;anza Healing Haircolor,1,0,1,1.0,1
Cow Brand,1,0,1,1.0,1
"Cover Girl Outlast All Day Lipcolor, 2 Pieces, Timeless Ruby 528 - 1 ea",1,0,1,1.0,1
"Cover Girl Lipslicks Lipgloss, Bronze Goddess, Warm Shade #115",1,0,1,1.0,1
Korean Springs,1,0,1,1.0,1
Konad Stamping Nail art,1,0,1,1.0,1
Spa Sonic,1,0,1,1.0,1
Spa Sitter,1,0,1,1.0,1
Spa Pharma Dead Sea,1,0,1,1.0,1
Spa Pharma,1,0,1,1.0,1
DEX,1,0,1,1.0,1
DaVinci Laboratories of Vermont,1,0,1,1.0,1
DaVinci Hair Color,1,0,1,1.0,1
DXN,1,0,1,1.0,1
DTW,1,0,1,1.0,1
DTDBLLC,1,0,1,1.0,1
Somatoline Belly &amp; Hips Treatment 10.0 Fl. Oz Tube,1,0,1,1.0,1
Klapp ( GK Cosmetics ),1,0,1,1.0,1
Straight Lissage Align 12 Lotion,1,0,1,1.0,1
Country Choice,1,0,1,1.0,1
Coudray,1,0,1,1.0,1
Natural Facial,1,0,1,1.0,1
Spa Dead Sea Minerals,1,0,1,1.0,1
Sound Oasis,1,0,1,1.0,1
DMI,1,0,1,1.0,1
DM Merchandising,1,0,1,1.0,1
DIYcraft,1,0,1,1.0,1
Koleston Perfect,1,0,1,1.0,1
Daisan BEING,1,0,1,1.0,1
Daily Necessities,1,0,1,1.0,1
Solon Foot Solutions,1,0,1,1.0,1
Solgar,1,0,1,1.0,1
Coty Aispun,1,0,1,1.0,1
Cotton Candy,1,0,1,1.0,1
Cosplay Wig,1,0,1,1.0,1
Cosmos,1,0,1,1.0,1
Cosmo Cow,1,0,1,1.0,1
Stript,1,0,1,1.0,1
Strip Rite Paint,1,0,1,1.0,1
Striking,1,0,1,1.0,1
Strength of Nature,1,0,1,1.0,1
DR,1,0,1,1.0,1
DONGINBI,1,0,1,1.0,1
Cosme Decorte,1,0,1,1.0,1
Suck UK,1,0,1,1.0,1
Styli-Style Line Seal 24 for Eyes 127 Jade,1,0,1,1.0,1
L&#39;Oreal Visible Lift Serum Absolute Concealer SPF 17 Medium/Deep,1,0,1,1.0,1
L&#39;Oreal Hair Expertise,1,0,1,1.0,1
L&#39;oreal Visuelle Invisible Coverage Makeup Foundation Pale 1.25oz,1,0,1,1.0,1
"Styli-Style 24-Hour Power Line &amp; Seal 24-Eyes - Tanzanite (Frost) 110, 1 Pack",1,0,1,1.0,1
Styli-Style,1,0,1,1.0,1
Dalton,1,0,1,1.0,1
Dalan Daphne Soap,1,0,1,1.0,1
Dark Star,1,0,1,1.0,1
Dariya PALTY MEN&#39;S,1,0,1,1.0,1
Kirks Natural,1,0,1,1.0,1
Kiyou,1,0,1,1.0,1
Nature&#39;s Inventory,1,0,1,1.0,1
Nature&#39;s Blessing Hair Pomade,1,0,1,1.0,1
Kirk&#39;s Castile,1,0,1,1.0,1
Kitchen Basics,1,0,1,1.0,1
Kissing Elixirs,1,0,1,1.0,1
Kissable Spa Gloves,1,0,1,1.0,1
Kiss Product,1,0,1,1.0,1
Natures Rescue,1,0,1,1.0,1
Naturelle Biotera,1,0,1,1.0,1
Nature&#39;s Sources,1,0,1,1.0,1
Softsheen carson,1,0,1,1.0,1
Softouch,1,0,1,1.0,1
Softlips,1,0,1,1.0,1
Softee,1,0,1,1.0,1
Cool Grease,1,0,1,1.0,1
Suisai,1,0,1,1.0,1
Correctionist,1,0,1,1.0,1
Corlin Farms,1,0,1,1.0,1
David Beckham by Coty,1,0,1,1.0,1
Dashima Hair Care,1,0,1,1.0,1
Soft Surroundings,1,0,1,1.0,1
Soft Sheen-Carson Professional,1,0,1,1.0,1
DeRoyal,1,0,1,1.0,1
DawnMist,1,0,1,1.0,1
Davis,1,0,1,1.0,1
Naruko Raw Job&#39;s Tears,1,0,1,1.0,1
LAQA and Co.,1,0,1,1.0,1
LAPIS,1,0,1,1.0,1
LALIQUE POUR HOMME,1,0,1,1.0,1
Narciso Ridriguez,1,0,1,1.0,1
Sultan,1,0,1,1.0,1
Sulfur6,1,0,1,1.0,1
Coppola Designer Hair Care,1,0,1,1.0,1
Coool,1,0,1,1.0,1
CommonByte,1,0,1,1.0,1
Colour,1,0,1,1.0,1
Sun Sauce Tanning Lotion,1,0,1,1.0,1
Sun Chlorella,1,0,1,1.0,1
Concha Nacar,1,0,1,1.0,1
Continental Consumer Products,1,0,1,1.0,1
Conti Castile,1,0,1,1.0,1
Consort For Men,1,0,1,1.0,1
Connoisseurs,1,0,1,1.0,1
Connected,1,0,1,1.0,1
Confume Squid Ink Hair Color 5N-Brown,1,0,1,1.0,1
Soap and Paper Factory,1,0,1,1.0,1
Soap,1,0,1,1.0,1
DealMagik,1,0,1,1.0,1
Dead Sea Spa with Dead Sea Minerals,1,0,1,1.0,1
SoftLips Strawberry SPF 20 Lip Balm,1,0,1,1.0,1
Dead Sea Mineral,1,0,1,1.0,1
Dead Sea Elements,1,0,1,1.0,1
Snoxin,1,0,1,1.0,1
Snow Fresh,1,0,1,1.0,1
Snow Fox,1,0,1,1.0,1
Snap,1,0,1,1.0,1
Smoothies Elastics,1,0,1,1.0,1
Smiley Face,1,0,1,1.0,1
Deen Avenue,1,0,1,1.0,1
Decker,1,0,1,1.0,1
SunSense,1,0,1,1.0,1
Colorevolution,1,0,1,1.0,1
Colored Hair Thickener #7 Natural Black,1,0,1,1.0,1
Colorburst,1,0,1,1.0,1
Colorbok,1,0,1,1.0,1
Colorance,1,0,1,1.0,1
Neal &amp; Wolf,1,0,1,1.0,1
Nazareno Gabrielli,1,0,1,1.0,1
Naturistics,1,0,1,1.0,1
Kiss Eyelashes,1,0,1,1.0,1
Deck,1,0,1,1.0,1
Debut,1,0,1,1.0,1
Debon Sooryehan Yunha,1,0,1,1.0,1
Debon Iasknox,1,0,1,1.0,1
Napa Valley Apothecare,1,0,1,1.0,1
LGP,1,0,1,1.0,1
LENA Salon Tools,1,0,1,1.0,1
Nano Works,1,0,1,1.0,1
"Sunless Tanning Airbrush System - Natural Looking Tan, 1 kit,(Helen of Troy)",1,0,1,1.0,1
Sungold Foods,1,0,1,1.0,1
Sunflower Cosmetics Inc.,1,0,1,1.0,1
Sunflower,1,0,1,1.0,1
Smartperm,1,0,1,1.0,1
Smart Play,1,0,1,1.0,1
Smart Girls Who Surf,1,0,1,1.0,1
Deja Beauty by Merchants Direct,1,0,1,1.0,1
Defining,1,0,1,1.0,1
DenTek,1,0,1,1.0,1
Demeter Naturals,1,0,1,1.0,1
Delon Laboratories,1,0,1,1.0,1
Delicious,1,0,1,1.0,1
Cocoa Butter Triple Milled Moisturising 10.5 Oz Bar,1,0,1,1.0,1
Cocoa Butter,1,0,1,1.0,1
Coco Polo,1,0,1,1.0,1
Cold,1,0,1,1.0,1
Color Mates,1,0,1,1.0,1
Kinnikinnick,1,0,1,1.0,1
Needzo Religious Gifts,1,0,1,1.0,1
Skinnygirl Face and Body,1,0,1,1.0,1
Skinny Body Care,1,0,1,1.0,1
Naked Art,1,0,1,1.0,1
Nakano,1,0,1,1.0,1
Naj Oleari,1,0,1,1.0,1
LTD,1,0,1,1.0,1
LOVE OF PINK,1,0,1,1.0,1
LOVE &amp; GLAMOUR,1,0,1,1.0,1
LOEWE AGUA MEDITERRANEO,1,0,1,1.0,1
Coacher,1,0,1,1.0,1
Col. Ichabod Conk,1,0,1,1.0,1
Coesam,1,0,1,1.0,1
Code Blue,1,0,1,1.0,1
Dear me Petite Blusher #1petite pink,1,0,1,1.0,1
Smileshop,1,0,1,1.0,1
Smasbox,1,0,1,1.0,1
DermaQuest Skin Therapy,1,0,1,1.0,1
Kimberly Parry Organics,1,0,1,1.0,1
Clipsal,1,0,1,1.0,1
ClipForist,1,0,1,1.0,1
Clinqiue,1,0,1,1.0,1
Superdeals Store,1,0,1,1.0,1
Super Star Developer,1,0,1,1.0,1
Cock Grease,1,0,1,1.0,1
Naked Series,1,0,1,1.0,1
Naked Glow Cosmetics,1,0,1,1.0,1
Smart Cover,1,0,1,1.0,1
Small World Toys,1,0,1,1.0,1
Slik Stik,1,0,1,1.0,1
Sleek look,1,0,1,1.0,1
Skylark,1,0,1,1.0,1
Skintx,1,0,1,1.0,1
KidsPartyWorld.com,1,0,1,1.0,1
Neoprosone,1,0,1,1.0,1
Neo Leaf,1,0,1,1.0,1
Neo,1,0,1,1.0,1
Nelson,1,0,1,1.0,1
Sutla,1,0,1,1.0,1
Surreal,1,0,1,1.0,1
Surgi-Cream,1,0,1,1.0,1
Clineque,1,0,1,1.0,1
ClickThai,1,0,1,1.0,1
Cleopatra,1,0,1,1.0,1
Depileve,1,0,1,1.0,1
Dentinox,1,0,1,1.0,1
Denise Richards,1,0,1,1.0,1
Skin and Co Roma,1,0,1,1.0,1
DermaRESTORE,1,0,1,1.0,1
Skin Solutions,1,0,1,1.0,1
Skin Simple End of the Line Wrinkle Smoothing Cream 0.5 oz.,1,0,1,1.0,1
Skin Naturals,1,0,1,1.0,1
Skin Milk Essence 150ml/5.07oz,1,0,1,1.0,1
Derwent,1,0,1,1.0,1
Dermisa Acne Treatment Kit,1,0,1,1.0,1
Dermedicine,1,0,1,1.0,1
Skin Medica Eye Care,1,0,1,1.0,1
LUMENE LIFTING SKIN SUPPORTER NIGHT,1,0,1,1.0,1
LUCIDO-L,1,0,1,1.0,1
Nail Hall,1,0,1,1.0,1
Swan Nail Supply,1,0,1,1.0,1
Clearzal,1,0,1,1.0,1
Clearin,1,0,1,1.0,1
Clearasil Ultra,1,0,1,1.0,1
Clear Proof by Mark Kay,1,0,1,1.0,1
Clava,1,0,1,1.0,1
Sweetriot,1,0,1,1.0,1
Sweetpea &amp; Fay,1,0,1,1.0,1
Sweet Grass Farms,1,0,1,1.0,1
Sweaty Bands,1,0,1,1.0,1
Skin Doctors Cosmeceuticals,1,0,1,1.0,1
Skin Ceuticals Night Care,1,0,1,1.0,1
Skin Ceuticals Day Care,1,0,1,1.0,1
Designer Touch,1,0,1,1.0,1
Designer Imposters&uml;,1,0,1,1.0,1
Design Pulse,1,0,1,1.0,1
Skin An Apothecary,1,0,1,1.0,1
Skin 79,1,0,1,1.0,1
Skin 2 Skin Care,1,0,1,1.0,1
DermaSarra,1,0,1,1.0,1
Skin and Bones,1,0,1,1.0,1
Dewpoint Pole,1,0,1,1.0,1
Devoted Creations Retro CoutureHypoallergenic Anti-Aging Tanning Lotion,1,0,1,1.0,1
Sis,1,0,1,1.0,1
Sircuit Skin Cosmeceuticals,1,0,1,1.0,1
Sircuit,1,0,1,1.0,1
Sinful Colors Professional,1,0,1,1.0,1
System Jo,1,0,1,1.0,1
System 2,1,0,1,1.0,1
Syn-ake,1,0,1,1.0,1
Swoon,1,0,1,1.0,1
Swissline,1,0,1,1.0,1
Clean Fresh Laundry,1,0,1,1.0,1
Clean + Easy,1,0,1,1.0,1
Cle De Peau Beaute Creamy Powder Foundation REFILL B40,1,0,1,1.0,1
Clayspray,1,0,1,1.0,1
ClayMedicx,1,0,1,1.0,1
Khroma Kardashian Beauty,1,0,1,1.0,1
Key Brands Inc,1,0,1,1.0,1
Kevyn Aucoin Beauty,1,0,1,1.0,1
Diamond Harmony &amp; Wellness,1,0,1,1.0,1
Diamond,1,0,1,1.0,1
Dial&Acirc;&reg; Complete&Acirc;&reg;,1,0,1,1.0,1
Citre,1,0,1,1.0,1
T. LeClerc,1,0,1,1.0,1
T-Garden,1,0,1,1.0,1
T&amp;H,1,0,1,1.0,1
T PLUS,1,0,1,1.0,1
ClassicErotica Product,1,0,1,1.0,1
Classic Spa,1,0,1,1.0,1
Clairol Nice &#39;n Easy with Color Blend,1,0,1,1.0,1
Deuxer,1,0,1,1.0,1
Dewytree,1,0,1,1.0,1
Diamond Shine,1,0,1,1.0,1
Silverado Show Grooming Products,1,0,1,1.0,1
Silver Shadow Private,1,0,1,1.0,1
Silver Rain,1,0,1,1.0,1
TCI,1,0,1,1.0,1
TAG Body Art,1,0,1,1.0,1
TABAC,1,0,1,1.0,1
Claire Burke,1,0,1,1.0,1
Clair &amp; White,1,0,1,1.0,1
Cl&eacute; de Peau Beaut&eacute;,1,0,1,1.0,1
CityFix,1,0,1,1.0,1
Citrus II,1,0,1,1.0,1
Nest Bedding,1,0,1,1.0,1
Nescaf&eacute;,1,0,1,1.0,1
Nerds,1,0,1,1.0,1
Neptune Shop,1,0,1,1.0,1
Silkience,1,0,1,1.0,1
Silk Result,1,0,1,1.0,1
Silk Infusion,1,0,1,1.0,1
Silk Apricot Scrub,1,0,1,1.0,1
Nail Experts,1,0,1,1.0,1
Nail Buffer,1,0,1,1.0,1
NYX Jumbo Eye Pencil Shadow Liner 604 Milk,1,0,1,1.0,1
NYR Organic,1,0,1,1.0,1
Circadia,1,0,1,1.0,1
Cinnabar,1,0,1,1.0,1
Cigar Lounge,1,0,1,1.0,1
Simply Slender,1,0,1,1.0,1
Simply Lovely,1,0,1,1.0,1
Diandra,1,0,1,1.0,1
Diana Bohemian,1,0,1,1.0,1
Diamond collection,1,0,1,1.0,1
ChloraPrep,1,0,1,1.0,1
TIGI Pro,1,0,1,1.0,1
TIGI BedHead,1,0,1,1.0,1
TIGI Bead Head,1,0,1,1.0,1
TIFFANY TRUESTE,1,0,1,1.0,1
Christophe,1,0,1,1.0,1
THE WAVY FILE,1,0,1,1.0,1
TGO,1,0,1,1.0,1
TFH Racks,1,0,1,1.0,1
TERRE DHERMES,1,0,1,1.0,1
Signed By Simone G,1,0,1,1.0,1
Signature,1,0,1,1.0,1
SielosRx,1,0,1,1.0,1
Sidda,1,0,1,1.0,1
New Era,1,0,1,1.0,1
KerActive Blonde,1,0,1,1.0,1
Nevia by Ohyoyo,1,0,1,1.0,1
Kerasys Pure &amp; Charming Perfumed Shampoo 600ml,1,0,1,1.0,1
Kerasys Elegance &amp; Sensual Perfumed Shampoo 600ml,1,0,1,1.0,1
Siam Circus,1,0,1,1.0,1
Si Pure,1,0,1,1.0,1
Shulton,1,0,1,1.0,1
Divination Simone De Luxe,1,0,1,1.0,1
La Roche Posay Toleriane Teint Mattifying Mousse Foundation 01 Ivory,1,0,1,1.0,1
La Retro Bath &amp; Beauty,1,0,1,1.0,1
La Pointique,1,0,1,1.0,1
NVIVE Body Sculpture,1,0,1,1.0,1
NUBAR Nail Lacquer,1,0,1,1.0,1
NOVA,1,0,1,1.0,1
NORLANYA,1,0,1,1.0,1
Chrisitian Audigier,1,0,1,1.0,1
Chris Christensen,1,0,1,1.0,1
TRSalon,1,0,1,1.0,1
TROPICAL,1,0,1,1.0,1
TROPEZ,1,0,1,1.0,1
TRIA BEAUTY,1,0,1,1.0,1
Chloe Chlo&eacute; Rollerball,1,0,1,1.0,1
ChinaBuye.com,1,0,1,1.0,1
Chin Chun Su,1,0,1,1.0,1
Chile&#39;s,1,0,1,1.0,1
Chikara,1,0,1,1.0,1
TRANQUILITY AROMATHERAPY,1,0,1,1.0,1
TOUCH,1,0,1,1.0,1
TOSOWOONG,1,0,1,1.0,1
TOPCABIN,1,0,1,1.0,1
TOP&reg;,1,0,1,1.0,1
Kenmore Elite,1,0,1,1.0,1
New England/Earthline,1,0,1,1.0,1
Shugar Soapworks,1,0,1,1.0,1
Shopping More,1,0,1,1.0,1
Shop Zeus,1,0,1,1.0,1
Shiseido Rosarium,1,0,1,1.0,1
Shiseido Koto,1,0,1,1.0,1
Shiseido Foundation Brush,1,0,1,1.0,1
Shiseido Day Care,1,0,1,1.0,1
Shiseido Cleanser,1,0,1,1.0,1
Chialstar,1,0,1,1.0,1
Chevingnon,1,0,1,1.0,1
Cherry,1,0,1,1.0,1
TacStar,1,0,1,1.0,1
TWILIGHT SARAH JESSICA PARKER,1,0,1,1.0,1
TUVACHE TUVARA,1,0,1,1.0,1
TS - 2,1,0,1,1.0,1
TRUE Cosmetics,1,0,1,1.0,1
Shimmer USA,1,0,1,1.0,1
Shelley Kyle Powder,1,0,1,1.0,1
Label. M Toni And Guy,1,0,1,1.0,1
LaROCCA,1,0,1,1.0,1
NHL,1,0,1,1.0,1
NEVER LOOSE,1,0,1,1.0,1
Chief&#39;s for Men,1,0,1,1.0,1
Chief,1,0,1,1.0,1
Shira Sea Weed,1,0,1,1.0,1
Doinshop,1,0,1,1.0,1
Dodo Janpan,1,0,1,1.0,1
Doctor&#39;s Select,1,0,1,1.0,1
Shinto Clinical by Kimora Lee Simmons,1,0,1,1.0,1
Shinto Clinical By Kimora Lee Simmons,1,0,1,1.0,1
Ken Ag Inc,1,0,1,1.0,1
Diva Cup,1,0,1,1.0,1
Dominican Outlet,1,0,1,1.0,1
Dolphin Stickers,1,0,1,1.0,1
Dolce Milano,1,0,1,1.0,1
Shea Butter Hand and Body Lotion,1,0,1,1.0,1
Shampoo Crec Max + PPC 50,1,0,1,1.0,1
Kate Somerville Skin Health Experts,1,0,1,1.0,1
Tanning,1,0,1,1.0,1
Tangmarket Slipper,1,0,1,1.0,1
Chaz International,1,0,1,1.0,1
Tan Inc Beach Bunny,1,0,1,1.0,1
Tamiya,1,0,1,1.0,1
Lacey Costume Wigs,1,0,1,1.0,1
Laboratoire Remede,1,0,1,1.0,1
New sensations novelties inc.,1,0,1,1.0,1
New Haarlem,1,0,1,1.0,1
Shimmering Rouge - # BE303,1,0,1,1.0,1
Tarika,1,0,1,1.0,1
Lady Stetson,1,0,1,1.0,1
Ladies&#39; nail decals,1,0,1,1.0,1
Lacto Calamine,1,0,1,1.0,1
Lactacyd,1,0,1,1.0,1
NEOPlex,1,0,1,1.0,1
NATURALIA,1,0,1,1.0,1
NATURACTOR,1,0,1,1.0,1
Tarblock,1,0,1,1.0,1
Tara Smith,1,0,1,1.0,1
Charlie Gold,1,0,1,1.0,1
Charlie Blue,1,0,1,1.0,1
Charak,1,0,1,1.0,1
Shea Yeleen International,1,0,1,1.0,1
Dongsung,1,0,1,1.0,1
Donell,1,0,1,1.0,1
Karl Lagergeld,1,0,1,1.0,1
Nice &#39;N Clean,1,0,1,1.0,1
Neydharting Moor,1,0,1,1.0,1
Next,1,0,1,1.0,1
Doori,1,0,1,1.0,1
Donut,1,0,1,1.0,1
Shades by Barielle,1,0,1,1.0,1
Centaur,1,0,1,1.0,1
Cellular Laboratories,1,0,1,1.0,1
Cellex-C,1,0,1,1.0,1
Champkom Champion HairCare,1,0,1,1.0,1
Champkom,1,0,1,1.0,1
Chaisikarin,1,0,1,1.0,1
Cerutti,1,0,1,1.0,1
Ceram-Ion,1,0,1,1.0,1
Tarsum,1,0,1,1.0,1
Seroyal USA,1,0,1,1.0,1
Dr. Andrew Weil for Origins,1,0,1,1.0,1
Teenage Mutant Ninja Turtles,1,0,1,1.0,1
Technu,1,0,1,1.0,1
Tec Italy - Whipped Gel,1,0,1,1.0,1
Cavilon,1,0,1,1.0,1
Cathy Doll L Glutathione Magic Cream,1,0,1,1.0,1
Tea Naturals,1,0,1,1.0,1
Shabondama,1,0,1,1.0,1
Sexy Hair Organics,1,0,1,1.0,1
Sexy Girl,1,0,1,1.0,1
Doublebase,1,0,1,1.0,1
Double Eyelid Tape-Large,1,0,1,1.0,1
Double Diamond,1,0,1,1.0,1
Seven-Eight,1,0,1,1.0,1
Karmissie,1,0,1,1.0,1
Dr. Collado,1,0,1,1.0,1
Sensual For Men,1,0,1,1.0,1
Lafier colageno &amp; Placenta,1,0,1,1.0,1
NADA,1,0,1,1.0,1
Mythic Oil,1,0,1,1.0,1
Lange,1,0,1,1.0,1
Land O Lakes,1,0,1,1.0,1
Casino Parfums,1,0,1,1.0,1
Cartwheel,1,0,1,1.0,1
Carroten,1,0,1,1.0,1
Kangzen,1,0,1,1.0,1
Karina Skin Care,1,0,1,1.0,1
Karina - French Couture,1,0,1,1.0,1
Kare-N-Herbs,1,0,1,1.0,1
Kardashians Beauty,1,0,1,1.0,1
Nickel,1,0,1,1.0,1
Sengan Senka,1,0,1,1.0,1
Nioxin Scalp Therapy,1,0,1,1.0,1
Thaiyong,1,0,1,1.0,1
Thailand,1,0,1,1.0,1
Carr &amp; Day &amp; Martin,1,0,1,1.0,1
Carma Lab,1,0,1,1.0,1
Carlson,1,0,1,1.0,1
Terra Essential Scents,1,0,1,1.0,1
Teo Cabanel,1,0,1,1.0,1
Tenitoru,1,0,1,1.0,1
Tempt Tattous,1,0,1,1.0,1
Tempt,1,0,1,1.0,1
Serenity,1,0,1,1.0,1
Sephora + Pantone Universe,1,0,1,1.0,1
Dr. Fresh,1,0,1,1.0,1
Dr. Fred Palmer,1,0,1,1.0,1
Nigelle DS,1,0,1,1.0,1
Nicorette,1,0,1,1.0,1
Kao Brands Company,1,0,1,1.0,1
Dr.Nona,1,0,1,1.0,1
Dr. proctor,1,0,1,1.0,1
Laline,1,0,1,1.0,1
LarLar Oliff,1,0,1,1.0,1
Langer Perfumes of Hawaii,1,0,1,1.0,1
Mygal,1,0,1,1.0,1
Thayer&#39;s Witch Hazel Products,1,0,1,1.0,1
Carlisle,1,0,1,1.0,1
Carex,1,0,1,1.0,1
Thanyaporn,1,0,1,1.0,1
Dr. Jart+,1,0,1,1.0,1
Dr. Jart Premium Firming Sleeping Mask,1,0,1,1.0,1
Dr. Scheller Skin Care,1,0,1,1.0,1
The Country House Collection,1,0,1,1.0,1
The BrowGal By Tonya Crooks,1,0,1,1.0,1
The Beer Soap Company Porters,1,0,1,1.0,1
Carbide Bit,1,0,1,1.0,1
Cape Shore,1,0,1,1.0,1
Canyon Rose,1,0,1,1.0,1
The Beer Soap Company Barleywines,1,0,1,1.0,1
The Beer Soap Company,1,0,1,1.0,1
Ninia,1,0,1,1.0,1
Kajarin,1,0,1,1.0,1
Kaeline Argatherapie,1,0,1,1.0,1
Kaeline,1,0,1,1.0,1
Kae Agatherapy (formerly Kaeline),1,0,1,1.0,1
Kadus Imunal,1,0,1,1.0,1
Kadus,1,0,1,1.0,1
Nightingale Naturals,1,0,1,1.0,1
Dr. Woods Naturals,1,0,1,1.0,1
Dr. Teal,1,0,1,1.0,1
Select,1,0,1,1.0,1
Seed,1,0,1,1.0,1
Du Boa,1,0,1,1.0,1
Dry Divas,1,0,1,1.0,1
Sedal Co-Creations,1,0,1,1.0,1
The Handmade Soap Company,1,0,1,1.0,1
The Green Room,1,0,1,1.0,1
The Gap,1,0,1,1.0,1
The Essence,1,0,1,1.0,1
Cancer Council,1,0,1,1.0,1
Canaan Fair Trade,1,0,1,1.0,1
The Daily Crave,1,0,1,1.0,1
The Cream Perfume Company,1,0,1,1.0,1
The Cravings Place,1,0,1,1.0,1
Calico,1,0,1,1.0,1
MyBeautyCenter,1,0,1,1.0,1
My scheming_milk extract brightening mask,1,0,1,1.0,1
My Spalife,1,0,1,1.0,1
My Secret Correctives,1,0,1,1.0,1
Laura Geller Make-Up Inc.,1,0,1,1.0,1
Laura Gellar,1,0,1,1.0,1
Lasting Illusions,1,0,1,1.0,1
My Personal Memories,1,0,1,1.0,1
My Favorite Things,1,0,1,1.0,1
The Makeup Powdery Foundation B60 Natural Deep Beige 0.38 oz,1,0,1,1.0,1
The LiftLab,1,0,1,1.0,1
Camellix,1,0,1,1.0,1
Callus Remover,1,0,1,1.0,1
The Laundress,1,0,1,1.0,1
The Honey Collection,1,0,1,1.0,1
SeboCalm,1,0,1,1.0,1
